id,Time,LOAD,ELONGATION,TIME,EXTENSION
1, 2025-04-04 14:46:53,0.03,0.0631,0,0
2, 2025-04-04 14:46:54,0.04,0.4104,0,0
3, 2025-04-04 14:46:54,16.417,0.3043,0,0
50, 2025-04-04 14:52:35,42.194,0.1957,2.5,0
51, 2025-04-04 14:52:35,43.279,0.2134,2.8,0
52, 2025-04-04 14:52:35,49.382,0.2311,3,0
53, 2025-04-04 14:52:35,49.382,0.2399,3.1,0
54, 2025-04-04 14:52:35,52.468,0.25,3.1,0
55, 2025-04-04 14:52:35,55.987,0.2588,3.2,0
56, 2025-04-04 14:52:35,64.16,0.2778,3.4,0
57, 2025-04-04 14:52:36,74.545,0.2955,3.6,0
58, 2025-04-04 14:52:36,85.523,0.3056,3.9,0
59, 2025-04-04 14:52:36,96.28,0.3232,4.1,0
60, 2025-04-04 14:52:36,98.251,0.3409,4.3,0
61, 2025-04-04 14:52:36,98.251,0.351,4.4,0
62, 2025-04-04 14:52:36,98.321,0.3598,4.5,0
63, 2025-04-04 14:52:37,98.17,0.3687,4.5,0
64, 2025-04-04 14:52:37,97.788,0.3876,4.7,0
65, 2025-04-04 14:52:37,97.476,0.4053,4.9,0
66, 2025-04-04 14:52:37,97.155,0.423,5.2,0
67, 2025-04-04 14:52:37,96.753,0.4318,5.4,0
68, 2025-04-04 14:52:37,96.712,0.4407,5.5,0
69, 2025-04-04 14:52:38,96.773,0.4508,5.6,0
70, 2025-04-04 14:52:38,96.954,0.4596,5.7,0
71, 2025-04-04 14:52:38,97.356,0.4684,5.8,0
72, 2025-04-04 14:52:38,97.356,0.4785,5.8,0
73, 2025-04-04 14:52:38,99.738,0.4975,6.1,0
74, 2025-04-04 14:52:38,106.183,0.4975,6.2,0
75, 2025-04-04 14:52:38,106.183,0.5088,6.3,0
76, 2025-04-04 14:52:38,111.4,0.5202,6.3,0
77, 2025-04-04 14:52:39,125.203,0.5391,6.6,0
78, 2025-04-04 14:52:39,150.145,0.548,6.8,0
79, 2025-04-04 14:52:39,158.932,0.5593,6.9,0
80, 2025-04-04 14:52:39,158.932,0.5694,7,0
81, 2025-04-04 14:52:39,195.767,0.5997,7.3,0
82, 2025-04-04 14:52:39,214.959,0.6111,7.5,0
