id,Time,LOAD,ELONGATION,TIME,EXTENSION
1, 2025-04-03 15:05:13,0.251,0.0063,0.2,0
2, 2025-04-03 15:05:13,0.251,0.0152,0.2,0
3, 2025-04-03 15:05:13,0.563,0.0253,0.3,0
4, 2025-04-03 15:05:13,2.021,0.0341,0.4,0
5, 2025-04-03 15:05:13,9.782,0.0518,0.6,0
6, 2025-04-03 15:05:14,23.856,0.0694,0.8,0
7, 2025-04-03 15:05:14,27.556,0.0783,1.1,0
8, 2025-04-03 15:05:14,29.486,0.0896,1.2,0
9, 2025-04-03 15:05:14,29.486,0.0997,1.2,0
10, 2025-04-03 15:05:14,44.968,0.1199,1.5,0
11, 2025-04-03 15:05:14,53.041,0.1199,1.6,0
12, 2025-04-03 15:05:14,61.677,0.1301,1.7,0
13, 2025-04-03 15:05:14,61.677,0.1414,1.8,0
14, 2025-04-03 15:05:15,78.737,0.1515,1.8,0
15, 2025-04-03 15:05:15,94.29,0.1692,2.1,0
16, 2025-04-03 15:05:15,101.297,0.1692,2.2,0
17, 2025-04-03 15:05:15,114.105,0.1907,2.4,0
18, 2025-04-03 15:05:15,126.731,0.2071,2.6,0
19, 2025-04-03 15:05:15,148.446,0.2247,2.8,0
20, 2025-04-03 15:05:16,164.853,0.2424,3,0
21, 2025-04-03 15:05:16,182.235,0.2588,3.2,0
22, 2025-04-03 15:05:16,200.271,0.2765,3.5,0
23, 2025-04-03 15:05:16,209.48,0.2942,3.7,0
24, 2025-04-03 15:05:17,228.199,0.3119,3.9,0
25, 2025-04-03 15:05:17,237.649,0.3207,4,0
26, 2025-04-03 15:05:17,247.139,0.3295,4.1,0
27, 2025-04-03 15:05:17,256.67,0.3384,4.2,0
28, 2025-04-03 15:05:17,266.23,0.3472,4.2,0
29, 2025-04-03 15:05:17,275.791,0.3561,4.3,0
30, 2025-04-03 15:05:17,294.701,0.375,4.5,0
31, 2025-04-03 15:05:17,320.689,0.3927,4.7,0
32, 2025-04-03 15:05:18,336.241,0.4028,5,0
33, 2025-04-03 15:05:18,343.741,0.4129,5.1,0
34, 2025-04-03 15:05:18,351.14,0.4217,5.2,0
35, 2025-04-03 15:05:18,358.389,0.4306,5.3,0
36, 2025-04-03 15:05:18,365.426,0.4394,5.4,0
37, 2025-04-03 15:05:18,372.262,0.4495,5.5,0
38, 2025-04-03 15:05:18,372.262,0.4571,5.6,0
39, 2025-04-03 15:05:18,378.928,0.4659,5.7,0
40, 2025-04-03 15:05:18,392.067,0.4747,5.7,0
41, 2025-04-03 15:05:19,398.642,0.4848,5.8,0
